ID,Start time,Completion time,Email,Name,Last modified time,Date,Staff Name,Location,User,Reason for Visit,Issue presented,Comments
351,9/28/23 15:05:42,9/28/23 15:07:35,anonymous,,,9/28/2023,Britton Breivik,PY - Lab,Student,Other;,Other;,Appling for a job. 
352,9/28/23 15:07:37,9/28/23 15:08:13,anonymous,,,9/28/2023,Britton Breivik,PY - Lab,Guest,Other;,Other;,Talking to somebody.
353,9/28/23 15:09:37,9/28/23 15:10:28,anonymous,,,9/28/2023,Florian Williams,FS - Design Studio,Guest,Tech Help;,Student Email;,Helped
354,9/28/23 15:10:31,9/28/23 15:11:33,anonymous,,,9/28/2023,Florian Williams,FS - Design Studio,Guest,Tech Help;,WIFI;,Student helped
355,9/28/23 15:11:35,9/28/23 15:12:32,anonymous,,,9/28/2023,Florian Williams,FS - Design Studio,Student,Tech Help;,Canvas;,Mobile log in issue
356,9/28/23 15:08:16,9/28/23 15:19:59,anonymous,,,9/28/2023,Britton ,PY - Lab,Student,Tech Help;,WIFI;,Needed to sign in for WIFI
357,9/28/23 15:00:22,9/28/23 15:24:40,anonymous,,,9/28/2023,Emily Barrett,PY - Lab,Guest,Tech Help;,WIFI;,New student cannot connect to wifi.
358,9/28/23 15:20:02,9/28/23 15:49:35,anonymous,,,9/28/2023,Britton,PY - Lab,Student,Other;,Other;,School wrok.
359,9/28/23 15:51:32,9/28/23 15:52:35,anonymous,,,9/28/2023,Mia,FS- Lab,Student,Computer Usage;,Other;,N/A
360,9/28/23 15:49:37,9/28/23 15:53:20,anonymous,,,9/28/2023,Britton,PY - Lab,Student,Other;,Other;,Person came in.
361,9/28/23 15:52:38,9/28/23 15:53:32,anonymous,,,9/28/2023,Mia,FS- Lab,Staff,Printing;,Other;,couldn't log into print account (username Library)
362,9/28/23 15:53:23,9/28/23 15:54:04,anonymous,,,9/28/2023,Britton,PY - Lab,Student,Other;,Other;,Did something.
363,9/28/23 15:54:05,9/28/23 15:55:24,anonymous,,,9/28/2023,Britton,PY - Lab,Student,Other;,Other;,Person was curious about lab.
364,9/28/23 15:55:26,9/28/23 15:57:37,anonymous,,,9/28/2023,Britton ,PY - Lab,Student,Other;,Other;,Asked for directions.
365,9/28/23 15:57:38,9/28/23 15:59:16,anonymous,,,9/28/2023,Britton,PY - Lab,Student,Other;,Other;,Worked on school.
366,9/28/23 15:59:17,9/28/23 16:00:15,anonymous,,,9/28/2023,Britton,PY - Lab,Student,Other;,Other;,Looked at the 3D printers.
367,9/28/23 16:00:17,9/28/23 16:01:36,anonymous,,,9/28/2023,Britton,PY - Lab,Student,Other;,Other;,"Played against Jonas, the chess king."
368,9/28/23 16:01:38,9/28/23 16:03:17,anonymous,,,9/28/2023,Britton,PY - Lab,Student,Other;,Other;,"Sat around, playing on their switch."
369,9/28/23 16:03:21,9/28/23 16:07:50,anonymous,,,9/28/2023,Britton,PY - Lab,Student,Other;,Other;,Computer work. 
370,9/28/23 16:07:52,9/28/23 16:08:32,anonymous,,,9/28/2023,Britton,PY - Lab,Guest,Other;,Other;,something
371,9/28/23 16:08:33,9/28/23 16:10:05,anonymous,,,9/28/2023,Britton,PY - Lab,Guest,Other;,Other;,"something, more likely working on their email."
372,9/28/23 16:10:07,9/28/23 16:10:51,anonymous,,,9/28/2023,Britton,PY - Lab,Staff,Other;,Student Email;,"Came in.
"
373,9/28/23 16:11:55,9/28/23 16:12:22,anonymous,,,9/28/2023,Yessica B,PY - Lab,Guest,Other;,Other;,Student
374,9/28/23 16:10:58,9/28/23 16:15:05,anonymous,,,9/28/2023,Britton,PY - Lab,Guest,Other;,Other;,came in asking for printer paper.
375,9/28/23 16:13:24,9/28/23 16:15:46,anonymous,,,9/28/2023,Emily Barrett,Zoom Appointments,Student,Tech Help;,Office 365;Student Email;,"New student applying to the nursing program; due to recent registration, student email does not yet work."
376,9/28/23 16:15:06,9/28/23 16:15:58,anonymous,,,9/28/2023,Britton,PY - Lab,Student,Other;,Other;,Came in with guest.
377,9/28/23 16:33:43,9/28/23 16:35:58,anonymous,,,9/28/2023,Kayla,PY - Lab,Guest,Study Table;,Other;,iPad use
378,9/28/23 16:36:00,9/28/23 16:38:54,anonymous,,,9/28/2023,Kayla,PY - Library,Student,Study Table;,Other;,Study tables
379,9/28/23 16:39:01,9/28/23 16:39:31,anonymous,,,9/28/2023,Kayla,PY - Lab,Student,Study Table;,Other;,Study table
380,9/28/23 16:15:59,9/28/23 16:39:54,anonymous,,,9/28/2023,Britton,PY - Lab,Guest,Other;,Other;,"Hung out, near the chess table."
381,9/28/23 16:39:33,9/28/23 16:40:33,anonymous,,,9/28/2023,Kayla,PY - Lab,Guest,Study Table;,Other;,Study table
382,9/28/23 16:41:44,9/28/23 16:43:45,anonymous,,,9/28/2023,Britton,PY - Lab,Student,Tech Help;,WIFI;,Needed WIFI for classes
383,9/28/23 16:43:45,9/28/23 16:44:42,anonymous,,,9/28/2023,Kayla,PY - Lab,Student,Tech Help;,WIFI;,Helped connect
384,9/28/23 16:43:46,9/28/23 16:46:33,anonymous,,,9/28/2023,Britton,PY - Lab,Student,Other;,WIFI;,WIFI for class.
385,9/29/23 9:28:22,9/29/23 9:31:49,anonymous,,,9/29/2023,Taylor Swensen,PY - Lab,Student,Other;,Other;,Student left an interest form for Makerspace Facilitator.
386,9/29/23 9:31:52,9/29/23 9:33:17,anonymous,,,9/29/2023,Taylor Swensen,PY - Lab,Student,Tech Help;,WIFI;,Student was wondering if the Pierce Open WIFI network issue had been resolved. I told him unfortunately the system is still overwhelmed with the amount of new students. I was unable to get a SID
387,9/29/23 9:53:52,9/29/23 9:56:47,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Student,Tech Help;,WIFI;,.
388,9/29/23 10:03:25,9/29/23 10:04:03,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Guest,Other;,Other;,OSL needed me to open c274
389,9/29/23 10:04:06,9/29/23 10:31:27,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Student,Tech Help;,Office 365;Student Email;,Needs to activate student email.
390,9/29/23 9:33:19,9/29/23 10:46:13,anonymous,,,9/29/2023,Taylor Swensen,PY - Lab,Student,Tech Help;,Office 365;,Student needed assistance with learning how to save and export Microsoft Word documents as a PDF.
391,9/29/23 10:48:15,9/29/23 10:53:34,anonymous,,,9/29/2023,Taylor Swensen,PY - Lab,Student,Other;,Other;,Student was being given a tour of campus. Quick drop in- unable to get SID
392,9/29/23 11:28:33,9/29/23 11:29:11,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Student,Other;Study Table;,Other;,Chase !
393,9/29/23 11:53:07,9/29/23 11:53:50,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Student,Study Table;Other;,Other;,Lina!
394,9/29/23 12:15:47,9/29/23 12:16:19,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Student,Printing;Computer Usage;,Other;,none
395,9/29/23 12:25:26,9/29/23 12:26:01,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Student,Computer Usage;,Other;,.
396,9/29/23 12:28:19,9/29/23 12:29:05,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Guest,Other;,Other;,.
397,9/29/23 12:55:51,9/29/23 12:59:09,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Staff,Computer Usage;Study Table;,Other;,Rowan!!
398,9/29/23 13:07:06,9/29/23 13:08:36,anonymous,,,9/29/2023,Breanna,Email,Student,Tech Help;,Other;,can't get into ctcLink account - sent them to registration to verify information is correct
399,9/29/23 13:12:36,9/29/23 13:13:05,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Guest,Other;,Other;,00
400,9/29/23 13:20:10,9/29/23 13:20:46,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Student,Computer Usage;Printing;,Other;,printing
401,9/29/23 13:20:51,9/29/23 13:21:18,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Guest,Other;,Other;,.
402,9/29/23 13:21:21,9/29/23 13:22:22,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Student,Other;,Other;,Stapler
403,9/29/23 13:24:26,9/29/23 13:25:14,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Student,Computer Usage;,Other;,.
404,9/29/23 13:29:12,9/29/23 13:30:13,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Student,Computer Usage;,Other;,00
405,9/29/23 13:44:16,9/29/23 13:45:10,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Staff,Printing;,Other;,none
406,9/29/23 14:35:51,9/29/23 14:38:37,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Student,Computer Usage;Tech Help;Printing;,Other;,.
407,9/29/23 14:38:41,9/29/23 14:47:22,anonymous,,,9/29/2023,Jonas Nelson,PY - Lab,Student,Computer Usage;Tech Help;,Canvas;,ctclink
408,10/1/23 11:53:55,10/1/23 11:54:41,anonymous,,,9/25/2023,Breanna,Email,Student,Other;,Other;,Student asked for a Laptop
409,10/1/23 11:54:44,10/1/23 11:55:35,anonymous,,,9/25/2023,Breanna,Email,Student,Tech Help;,Student Email;,Access to Student email
410,10/1/23 11:55:37,10/1/23 11:56:33,anonymous,,,9/25/2023,Breanna,Email,Student,Other;,Other;,Wanted to reach out to STAT 
411,10/1/23 11:56:35,10/1/23 11:57:59,anonymous,,,9/25/2023,Breanna,Email,Student,Other;,Other;,Laptop request
412,10/1/23 11:58:01,10/1/23 11:59:17,anonymous,,,9/25/2023,Breanna,Email,Student,Tech Help;,Canvas;,Class calendar on Canvas
413,10/1/23 11:59:20,10/1/23 12:00:10,anonymous,,,10/25/2023,Breanna,Email,Student,Other;,Other;,Student wanted to borrow a Chromebook
414,10/1/23 12:00:15,10/1/23 12:01:07,anonymous,,,9/26/2023,Breanna,Email,Student,Other;,Other;,Student wanted to check out a Chromebook
415,10/1/23 12:01:15,10/1/23 12:01:50,anonymous,,,9/26/2023,Breanna,Email,Student,Tech Help;,Student Email;,Access to Student email
416,10/1/23 12:01:52,10/1/23 12:02:36,anonymous,,,9/26/2023,Breanna,Email,Student,Other;,Other;,Student wanted to borrow a Chromebook
417,10/1/23 12:02:38,10/1/23 12:03:53,anonymous,,,9/26/2023,Breanna,Email,Student,Tech Help;,Student Email;,Reseting Student email
418,10/1/23 12:04:11,10/1/23 12:05:09,anonymous,,,9/26/2023,Breanna,Email,Guest,Other;,Other;,Parent reaching out for process of applying for Chromebook for her daughters who are attending PY campus
419,10/1/23 12:05:36,10/1/23 12:06:12,anonymous,,,9/25/2023,Breanna,Email,Student,Tech Help;,Student Email;,Access to Student email
420,10/1/23 12:06:15,10/1/23 12:07:31,anonymous,,,9/25/2023,Breanna,Email,Student,Tech Help;,Student Email;,Access to student email
421,10/1/23 12:07:33,10/1/23 12:11:11,anonymous,,,9/25/2023,Breanna,Email,Student,Tech Help;,Student Email;,Access to Student email
422,10/1/23 12:11:13,10/1/23 12:11:53,anonymous,,,9/25/2023,Breanna,Email,Student,Tech Help;,Student Email;,Access to Student email
423,10/1/23 12:12:09,10/1/23 12:12:44,anonymous,,,9/26/2023,Breanna,Email,Student,Tech Help;,Student Email;,Password reset
424,10/1/23 12:12:58,10/1/23 12:13:18,anonymous,,,9/26/2023,Breanna,Email,Student,Tech Help;,Canvas;,Canvas is locked
425,10/1/23 12:13:20,10/1/23 12:14:12,anonymous,,,9/26/2023,Breanna,Email,Student,Tech Help;,Canvas;,Screen shot of Coursework
426,10/1/23 12:14:21,10/1/23 12:14:47,anonymous,,,9/26/2023,Breanna,Email,Student,Other;,Other;,Borrow a laptop
427,10/1/23 12:15:00,10/1/23 12:15:29,anonymous,,,9/26/2023,Breanna,Email,Student,Tech Help;,Student Email;,Password reset
428,10/1/23 12:15:36,10/1/23 12:16:05,anonymous,,,9/26/2023,Breanna,Email,Student,Other;,Other;,Borrow a laptop
429,10/1/23 12:16:19,10/1/23 12:16:47,anonymous,,,9/26/2023,Breanna,Email,Student,Tech Help;,Canvas;,Access to ctcLink
430,10/1/23 12:16:53,10/1/23 12:17:17,anonymous,,,9/26/2023,Breanna,Email,Student,Tech Help;,Student Email;,Access to email
431,10/1/23 12:17:38,10/1/23 12:18:00,anonymous,,,9/26/2023,Breanna,Email,Student,Tech Help;,Canvas;,Access to ctcLink
432,10/1/23 12:18:13,10/1/23 12:18:39,anonymous,,,9/26/2023,Breanna,Email,Student,Tech Help;,Other;,Question on Zoom
433,10/1/23 12:18:46,10/1/23 12:19:10,anonymous,,,9/27/2023,Breanna,Email,Student,Other;,Other;,Borrow a laptop
434,10/1/23 12:19:16,10/1/23 12:19:50,anonymous,,,9/27/2023,Breanna,Email,Student,Tech Help;,Office 365;,Login into Office 365
435,10/1/23 12:19:58,10/1/23 12:20:22,anonymous,,,9/27/2023,Breanna,Email,Student,Other;,Other;,Borrow a laptop
436,10/1/23 12:20:29,10/1/23 12:21:03,anonymous,,,9/27/2023,Breanna,Email,Student,Other;,Other;,Access to email
437,10/1/23 12:21:09,10/1/23 12:22:41,anonymous,,,9/27/2023,Breanna,Email,Student,Tech Help;,WIFI;Student Email;,Access to wifi and emails
438,10/1/23 12:22:43,10/1/23 12:23:32,anonymous,,,9/27/2023,Breanna,Email,Student,Other;,Other;,Wants to borrow WIFI hotspot
439,10/1/23 12:23:39,10/1/23 12:24:05,anonymous,,,9/27/2023,Breanna,Email,Student,Other;,Other;,Navigating Zoom
440,10/1/23 12:24:07,10/1/23 12:25:48,anonymous,,,9/28/2023,Breanna,Email,Student,Tech Help;,Other;,Editing excel
441,10/1/23 12:25:53,10/1/23 12:27:27,anonymous,,,9/28/2023,Breanna,Email,Student,Tech Help;,Student Email;,Email access
442,10/1/23 12:27:29,10/1/23 12:30:01,anonymous,,,9/28/2023,Breanna,Email,Student,Other;,Other;,Adobe Login error
443,10/1/23 12:30:09,10/1/23 12:30:42,anonymous,,,9/28/2023,Breanna,Email,Student,Tech Help;,Canvas;,Canvas access
444,10/2/23 8:48:09,10/2/23 8:49:01,anonymous,,,10/2/2023,Breanna,Email,Student,Other;,Other;,inquiring about chromebook
445,10/2/23 9:03:30,10/2/23 9:04:35,anonymous,,,10/2/2023,Teresia,FS- Lab,Student,Computer Usage;,Other;,The student is using the lab for personal studies.
446,10/2/23 8:49:04,10/2/23 9:05:44,anonymous,,,10/2/2023,Breanna,Email,Student,Tech Help;,Canvas;,student is enrolled in session 2 and was wondering why they couldn't view their class yet
447,10/2/23 9:05:47,10/2/23 9:07:12,anonymous,,,10/2/2023,Breanna,Email,Student,Other;,Other;,Inquired about chromebook borrowing
448,10/2/23 9:18:52,10/2/23 9:20:16,anonymous,,,10/2/2023,Priscilla Hug,PY - Lab,Student,Tech Help;,WIFI;,"NA
"
449,10/2/23 9:20:19,10/2/23 9:21:01,anonymous,,,10/2/2023,Priscilla Hug,PY - Lab,Student,Tech Help;,Canvas;WIFI;,NA
450,10/2/23 9:21:04,10/2/23 9:21:31,anonymous,,,10/2/2023,Priscilla Hug,PY - Lab,Staff,Tech Help;,WIFI;,NA
451,10/2/23 9:21:34,10/2/23 9:22:10,anonymous,,,10/2/2023,Priscilla Hug,PY - Lab,Guest,Other;,Other;,NA
452,10/2/23 9:23:21,10/2/23 9:37:13,anonymous,,,10/2/2023,Priscilla Hug,PY - Lab,Student,Tech Help;,WIFI;,"NA
"
453,10/2/23 9:37:15,10/2/23 9:37:46,anonymous,,,10/2/2023,Priscilla Hug,PY - Lab,Student,Tech Help;,WIFI;,NA
454,10/2/23 10:07:36,10/2/23 10:18:28,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Student,Tech Help;,WIFI;,Needed to sigh in to WIFI.
455,10/2/23 10:18:31,10/2/23 10:19:46,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Guest,Other;,Other;,Worked on school work.
456,10/2/23 10:19:48,10/2/23 10:20:52,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Guest,Other;,Other;,WIFI usage.
457,10/2/23 10:20:54,10/2/23 10:21:30,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Guest,Tech Help;,WIFI;,Couldn't get onto WIFI.
458,10/2/23 10:21:31,10/2/23 10:22:45,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Student,Tech Help;,WIFI;,Needed WIFI help.
459,10/2/23 10:22:47,10/2/23 10:23:43,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Student,Tech Help;,WIFI;,WIFI help.
460,10/2/23 10:23:45,10/2/23 10:24:31,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Student,Other;,Other;,Sitting at one of the tables.
461,10/2/23 9:06:27,10/2/23 10:38:12,anonymous,,,10/2/2023,Teresia,FS- Lab,Student,Tech Help;,WIFI;,The student was guided on how to access and log in to the wifi
462,10/2/23 10:38:15,10/2/23 10:43:52,anonymous,,,10/2/2023,Teresia,PY - Lab,Student,Tech Help;,Student Email;Office 365;,The student was guided on how to access her student email and how to use the office 365.
463,10/2/23 10:24:32,10/2/23 10:50:59,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Student,Other;,Other;,"computer usage.
"
464,10/2/23 10:49:56,10/2/23 10:51:24,anonymous,,,10/2/2023,Nick,FS- Lab,Student,Tech Help;,Canvas;,The learning platform doesn't connect to Canvas for the grading system. I have sent the student to eLearning
465,10/2/23 10:58:07,10/2/23 11:00:14,anonymous,,,10/2/2023,Teresia,FS- Lab,Student,Tech Help;,WIFI;,"The student was not able to access the wifi, they are to drop by within the week, and also wait for an email from the school activating their account."
466,10/2/23 10:51:02,10/2/23 11:03:28,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Guest,Tech Help;,WIFI;,Needed help sighing in to WIFI.
467,10/2/23 11:00:17,10/2/23 11:05:44,anonymous,,,10/2/2023,Teresia,FS- Lab,Student,Computer Usage;,Other;,The student used the lab computers for school work
468,10/2/23 11:05:46,10/2/23 11:06:49,anonymous,,,10/2/2023,Teresia,FS- Lab,Student,Other;,WIFI;,The student was guided on accessing the wifi.
469,10/2/23 11:03:30,10/2/23 11:10:28,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Student,Tech Help;,WIFI;,Needed help logging in to WIFI
470,10/2/23 11:10:29,10/2/23 11:13:10,anonymous,,,10/2/2023,jacob,PY - Lab,Student,Computer Usage;,Other;,used a computer
471,10/2/23 11:13:32,10/2/23 11:20:49,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Student,Tech Help;,WIFI;,Needs help with WIFI
472,10/2/23 11:20:51,10/2/23 11:33:13,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Student,Tech Help;,WIFI;,Needs help logging in to WI-FI.
473,10/2/23 11:06:54,10/2/23 11:34:59,anonymous,,,10/2/2023,Teresia,FS- Lab,Student,Other;,WIFI;,"The student was guided on how to access the wifi
"
474,10/2/23 11:35:02,10/2/23 11:35:55,anonymous,,,10/2/2023,Teresia,FS- Lab,Student,Other;,WIFI;,The student was guided on how to access the wifi
475,10/2/23 11:33:15,10/2/23 11:41:29,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Staff,Printing;,Other;,Using printer.
476,10/2/23 11:41:41,10/2/23 11:42:43,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Student,Tech Help;,WIFI;,Needed help logging in to WI-FI on macbook.
477,10/2/23 11:41:06,10/2/23 11:44:47,anonymous,,,10/2/2023,Yessica Balderrama,PY - Lab,Guest,Tech Help;,WIFI;,"New student, needed help with WiFi. Sadly applied to campus after July 21."
478,10/2/23 11:41:31,10/2/23 11:45:21,anonymous,,,10/2/2023,Yessica Balderrama,PY - Lab,Student,Tech Help;,WIFI;,Student worker. Was able to log into wifi.
479,10/2/23 11:51:21,10/2/23 11:52:02,anonymous,,,10/2/2023,Teresia,FS- Lab,Student,Computer Usage;,Other;,The student is using the lab for school work
480,10/2/23 11:52:11,10/2/23 11:52:51,anonymous,,,10/2/2023,Yessica B,PY - Lab,Student,Study Table;,Other;,Rowan study time.
481,10/2/23 11:38:19,10/2/23 11:53:04,anonymous,,,10/2/2023,Kayla,PY - Lab,Student,Tech Help;,Canvas;,Canvas help
482,10/2/23 11:42:45,10/2/23 11:54:03,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Guest,Other;,Other;,Working on table.
483,10/2/23 11:54:05,10/2/23 12:02:20,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Guest,Other;,Other;,Asking to get a job here.
484,10/2/23 12:02:23,10/2/23 12:05:04,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Guest,Other;,Other;,Came to ask for job application.
485,10/2/23 12:05:06,10/2/23 12:06:10,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Guest,Computer Usage;,Other;,Using computer.
486,10/2/23 12:06:13,10/2/23 12:21:56,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Student,Study Table;,Other;,Working on school.
487,10/2/23 12:21:58,10/2/23 12:23:17,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Guest,Tech Help;,Other;,Working on Classes.
488,10/2/23 12:23:19,10/2/23 12:25:05,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Student,Other;,Other;,Working on classes with friends.
489,10/2/23 12:25:06,10/2/23 12:27:08,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Staff,Study Table;,Other;,Working on school work.
490,10/2/23 12:30:38,10/2/23 12:31:48,anonymous,,,10/2/2023,Nayeli Gabriel Perez,FS- Lab,Student,Tech Help;,WIFI;,was able to help student with WIFi issue 
491,10/2/23 12:10:28,10/2/23 12:32:06,anonymous,,,10/2/2023,Priscilla Hug,PY - Lab,Guest,Other;,Other;,NA
492,10/2/23 12:32:08,10/2/23 12:32:26,anonymous,,,10/2/2023,Priscilla Hug,PY - Lab,Guest,Other;,Other;,NA
493,10/2/23 12:31:58,10/2/23 12:33:39,anonymous,,,10/2/2023,Nayeli Gabriel Perez,FS- Lab,Student,Tech Help;,WIFI;,WIFI issue was resolved 
494,10/2/23 11:59:22,10/2/23 12:33:47,anonymous,,,10/2/2023,Teresia,FS- Lab,Student,Tech Help;,Student Email;,The student was guided on how to access their student email and update their password.
495,10/2/23 12:33:43,10/2/23 12:34:55,anonymous,,,10/2/2023,101020915,FS- Lab,Student,Tech Help;,WIFI;,Issue with wifi was not resolved. seems like student has to contact Help desk 
496,10/2/23 12:34:56,10/2/23 12:35:51,anonymous,,,10/2/2023,Nayeli Gabriel Perez,FS- Lab,Student,Tech Help;,WIFI;,Highschool student try to log into wifi issue was not resolve 
497,10/2/23 12:35:53,10/2/23 12:36:46,anonymous,,,10/2/2023,nayeli Gabriel Perez,FS- Lab,Student,Tech Help;,WIFI;,was not able to help student with her wifi issue 
498,10/2/23 12:36:48,10/2/23 12:39:19,anonymous,,,10/2/2023,Nayeli Gabriel Perez,FS- Lab,Student,Tech Help;,WIFI;,Problem accessing wifi with high school laptop 
499,10/2/23 12:42:15,10/2/23 12:43:13,anonymous,,,10/2/2023,Florian Williams,FS - Design Studio,Staff,Computer Usage;,Other;,Computer slay
500,10/2/23 12:27:09,10/2/23 12:46:23,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Student,Printing;,Other;,Using printer.
501,10/2/23 12:45:08,10/2/23 12:47:06,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Guest,Other;,Other;,Here to help student.
502,10/2/23 12:52:20,10/2/23 12:53:12,anonymous,,,10/2/2023,Florian Williams,FS - Design Studio,Student,Other;,Other;,Recording booth
503,10/2/23 12:46:26,10/2/23 12:58:19,anonymous,,,10/2/2023,Britton Breivik,PY - Lab,Student,Computer Usage;,Other;,School work.
504,10/2/23 12:58:50,10/2/23 13:01:58,anonymous,,,10/2/2023,Teresia,FS- Lab,Student,Computer Usage;Study Table;,Other;,No issue just using the computers.
505,10/2/23 13:10:38,10/2/23 13:11:14,anonymous,,,10/2/2023,Florian Williams,FS - Design Studio,Guest,Other;,Other;,Asked about canvas passwords
506,10/2/23 13:09:27,10/2/23 13:16:16,anonymous,,,10/2/2023,Jonas Nelson ,PY - Lab,Student,Printing;,WIFI;,.
507,10/2/23 12:58:59,10/2/23 13:19:50,anonymous,,,10/2/2023,Caitlin Heavner,PY - Lab,Student,Tech Help;,WIFI;,"had issues logging into wifi on chromebook, tried the newest info on tech alert but still wouldn't connect, student had to leave so i referred her to the help desk"
508,10/2/23 13:19:53,10/2/23 13:36:24,anonymous,,,10/2/2023,Caitlin Heavner,PY - Lab,Student,Tech Help;,Other;,"student had resolution error trying to load Mindtap on canvas, helped fixed her issue "
509,10/2/23 13:36:27,10/2/23 13:37:22,anonymous,,,10/2/2023,Caitlin Heavner,PY - Lab,Student,Computer Usage;,Other;,computer usage
510,10/2/23 13:37:25,10/2/23 13:37:52,anonymous,,,10/2/2023,Caitlin Heavner,PY - Lab,Student,Other;,Other;,helped
511,10/2/23 13:34:07,10/2/23 13:38:20,anonymous,,,10/2/2023,Jonas Nelson,PY - Lab,Student,Tech Help;Computer Usage;,WIFI;,Android WIFI Issues
512,10/2/23 13:37:55,10/2/23 13:49:20,anonymous,,,10/2/2023,Kayla,PY - Lab,Student,Tech Help;,WIFI;,needed help with wifi login
513,10/2/23 13:49:23,10/2/23 13:54:37,anonymous,,,10/2/2023,Caitlin,PY - Lab,Student,Tech Help;,WIFI;,helped get onto wifi
514,10/2/23 13:57:37,10/2/23 13:58:48,anonymous,,,10/2/2023,Kayla,PY - Lab,Guest,Tech Help;,WIFI;,Could not log on to wifi.
515,10/2/23 13:38:22,10/2/23 13:58:59,anonymous,,,10/2/2023,Jonas Nelson,PY - Lab,Student,Computer Usage;Tech Help;,Student Email;,.
516,10/2/23 13:59:08,10/2/23 13:59:48,anonymous,,,10/2/2023,Nick,FS- Lab,Student,Tech Help;,Student Email;Office 365;,The student wanted to access Office 365 and student email
517,10/2/23 13:57:18,10/2/23 14:00:59,anonymous,,,10/2/2023,Florian Williams,FS - Design Studio,Student,Other;,Other;,Computer use
518,10/2/23 13:57:42,10/2/23 14:06:45,anonymous,,,10/2/2023,Caitlin,PY - Lab,Student,Tech Help;,WIFI;,"came in for wifi help, couldn't connect but she had to leave to class, so i referred her to IT"
519,10/2/23 14:01:16,10/2/23 14:08:59,anonymous,,,10/2/2023,Florian Williams,FS - Design Studio,Student,Other;,Other;,Used recording booth
520,10/2/23 14:09:02,10/2/23 14:10:07,anonymous,,,10/2/2023,Florian Williams,FS - Design Studio,Student,Other;,Other;,Just vibing
521,10/2/23 14:11:02,10/2/23 14:11:36,anonymous,,,10/2/2023,Nick,FS- Lab,Guest,Other;,Other;,Asked about room O302
522,10/2/23 14:18:20,10/2/23 14:21:06,anonymous,,,10/2/2023,Jonas Nelson,PY - Lab,Student,Tech Help;,WIFI;,Legacy ID
523,10/2/23 14:36:18,10/2/23 14:36:54,anonymous,,,10/2/2023,Jonas Nelson,PY - Lab,Student,Tech Help;,Other;,.
524,10/2/23 14:06:47,10/2/23 14:48:22,anonymous,,,10/2/2023,Caitlin,PY - Lab,Student,Computer Usage;,Other;,computer usage
525,10/2/23 15:00:07,10/2/23 15:00:53,anonymous,,,10/2/2023,Florian Williams ,FS - Design Studio,Student,Tech Help;,Student Email;,Asked Brianna
526,10/2/23 15:02:55,10/2/23 15:03:50,anonymous,,,10/2/2023,Florian Williams,FS - Design Studio,Student,Other;,Other;,Here with friend
527,10/2/23 15:04:16,10/2/23 15:07:56,anonymous,,,10/2/2023,Jonas Nelson,PY - Lab,Student,Tech Help;,WIFI;,.
528,10/2/23 15:07:58,10/2/23 15:08:38,anonymous,,,10/2/2023,Jonas Nelson,PY - Lab,Guest,Other;,Other;,.
529,10/2/23 15:13:39,10/2/23 15:14:22,anonymous,,,10/2/2023,Jonas Nelson,PY - Lab,Student,Computer Usage;,Other;,","
